nombre,codigoBarras,unidad,precio,costo,iva,stockMinimo,stockMaximo,ubicacion,categoria,generico,descuentoDia,porcentajeDescuento,inicioDescuentoDia,finDescuentoDia,promoCantidadRequerida,inicioPromoCantidad,finPromoCantidad,porcentaje,inicio,fin,descuentoINAPAM,lote1,fechaCaducidad1,cantidad1,lote2,fechaCaducidad2,cantidad2,proveedor,farmacia,imagen
Ciprofloxacino 2 mg / 1 ml CEPOKAB Intravenoso C/1 Frasco,7.50105E+12,PZA,48,16.46,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,8,23/06/2025,22/10/2025,,,,,,,FALSE,cba37,31/12/2026,581,hgi80,31/12/2027,4419,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Ciprofloxacino 3 mg / mL AMSA C/5 mL Sol Oftalmica,7.50135E+12,PZA,49,28.6,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,15,22/01/2025,29/07/2025,,,,,,,FALSE,cba38,31/12/2026,149,hgi81,31/12/2027,4851,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Ciprofloxacino 250 mg AMSA C/12 Tabs,7.50135E+12,PZA,35,12.29,FALSE,20,5000,,ANTIBIOTICO,TRUE,3,14,01/04/2025,24/07/2025,,,,,,,FALSE,cba39,31/12/2026,1067,hgi82,31/12/2027,3933,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Ciprofloxacino 500 mg AMSA C/14 Tabs,7.50135E+12,PZA,48,18.51,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,10,15/12/2025,20/12/2025,,,,,,,FALSE,cba40,31/12/2026,1409,hgi83,31/12/2027,3591,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Ciprofloxacino 3.5 mg / DEXAMETASONA 1 mg / 1 mL SONS C/5 mL Sol Oftalmica,7.502E+12,PZA,72,42.83,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,9,16/02/2025,18/07/2025,,,,,,,FALSE,cba41,31/12/2026,1000,hgi84,31/12/2027,4000,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Ciprofloxacino 2 mg / Hidrocortisona 10 mg / Lidocaina 50 mg / 1 mL PHENDEX C/10 mL Sol Otica,7.502E+12,PZA,54,30,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,11,01/09/2025,23/09/2025,,,,,,,FALSE,cba42,31/12/2026,604,hgi85,31/12/2027,4396,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Claritromicina 125 mg / 5 mL KROBICIN C/60 mL,7.85119E+11,PZA,106,55.72,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,15,24/11/2025,27/11/2025,,,,,,,FALSE,cba43,31/12/2026,572,hgi86,31/12/2027,4428,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Claritromicina 250 mg / 5 mL KROBICIN C/60 mL,7.85119E+11,PZA,142,71.3,FALSE,20,5000,,ANTIBIOTICO,FALSE,5,14,29/05/2025,27/10/2025,,,,,,,FALSE,cba44,31/12/2026,523,hgi87,31/12/2027,4477,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Claritromicina 250 mg KLARIX C/10 Tabs,7.50201E+12,PZA,86,41.5,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,8,11/12/2025,22/12/2025,,,,,,,FALSE,cba45,31/12/2026,1104,hgi88,31/12/2027,3896,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Claritromicina 500 mg KLARIX C/10 Tabs,7.50201E+12,PZA,112,55.5,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,15/08/2025,31/12/2025,,,,,,,FALSE,cba46,31/12/2026,583,hgi89,31/12/2027,4417,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Clindamicina 300 mg / 2 mL AMSA C/1 Amp,7.50135E+12,PZA,26,13.64,FALSE,20,5000,,ANTIBIOTICO,FALSE,5,15,02/04/2025,16/04/2025,,,,,,,FALSE,cba47,31/12/2026,206,hgi90,31/12/2027,4794,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Clindamicina 300 mg AMSA C/16 Caps,7.50135E+12,PZA,61,26,FALSE,20,5000,,ANTIBIOTICO,TRUE,3,9,27/11/2025,01/12/2025,,,,,,,FALSE,cba48,31/12/2026,495,hgi91,31/12/2027,4505,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Clindamicina 600 mg / 4 mL AMSA C/1 Amp,7.50135E+12,PZA,38,18.18,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,03/10/2025,22/11/2025,,,,,,,FALSE,cba49,31/12/2026,1371,hgi92,31/12/2027,3629,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Clindamicina 600 mg / 4 mL AMSA C/5 Amp,7.50135E+12,PZA,124,79.2,FALSE,20,5000,,ANTIBIOTICO,TRUE,0,6,10/08/2025,08/12/2025,,,,,,,FALSE,cba50,31/12/2026,1816,hgi93,31/12/2027,3184,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Clindamicina 1 g / 100 g DALATINA C/30 g Gel,7.85119E+11,PZA,43,24.88,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,8,16/02/2025,05/10/2025,,,,,,,FALSE,cba51,31/12/2026,108,hgi94,31/12/2027,4892,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Clindamicna 100 mg / Ketoconazol 400 mg FEMITAB C/7 Ovulos,7.502E+12,PZA,91,60.21,FALSE,20,5000,,ANTIBIOTICO,FALSE,1,25,08/09/2025,25/12/2025,,,,,,,FALSE,cba52,31/12/2026,477,hgi95,31/12/2027,4523,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Clindamicna 100 mg / Ketoconazol 400 mg KIARA C/7 Ovulos,7.50303E+12,PZA,91,57.77,FALSE,20,5000,,ANTIBIOTICO,FALSE,5,6,18/06/2025,11/10/2025,,,,,,,FALSE,cba53,31/12/2026,1289,hgi96,31/12/2027,3711,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Clindamicina 2 mg / Ketoconazol 8 mg MAVIFEN C/30 g Crema,7.85119E+11,PZA,94,65.46,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,5,19/02/2025,02/12/2025,,,,,,,FALSE,cba54,31/12/2026,1124,hgi97,31/12/2027,3876,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Cloranfenicol 5 mg AMSA C/15 mL Solucion Oftalmica,7.50135E+12,PZA,32,20.25,FALSE,20,5000,,ANTIBIOTICO,FALSE,4,6,14/12/2025,17/12/2025,,,,,,,FALSE,cba55,31/12/2026,1527,hgi98,31/12/2027,3473,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Cloranfenicol 5 mg FENICOL C/15 mL Solucion Oftalmica,7.502E+12,PZA,62,47.42,FALSE,20,5000,,ANTIBIOTICO,FALSE,4,10,12/06/2025,21/08/2025,,,,,,,FALSE,cba56,31/12/2026,637,hgi99,31/12/2027,4363,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Cloranfenicol 5 mg / 1 g OPKO C/5 g Ungüento Oftalmico,75049638,PZA,46,35.31,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,12,26/11/2025,04/12/2025,,,,,,,FALSE,cba57,31/12/2026,619,hgi100,31/12/2027,4381,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Cloranfenicol 250 mg LEBROCETIN C/12 Caps,7.50184E+12,PZA,52,29.3,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,14,01/09/2025,04/10/2025,,,,,,,FALSE,cba58,31/12/2026,598,hgi101,31/12/2027,4402,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Cloranfenicol 25 mg / Hidrocortisona 10 mg / Benzocaina 20 mg / 1 mL SOLDRIN C/10 mL Otico ,7.50113E+12,PZA,172,130.65,FALSE,20,5000,,ANTIBIOTICO,FALSE,1,25,21/09/2025,19/11/2025,,,,,,,FALSE,cba59,31/12/2026,916,hgi102,31/12/2027,4084,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Cloranfenicol 25 mg / Hidrocortisona 10 mg / Benzocaina 20 mg / 1 mL AMSA C/10 mL Otico ,7.50135E+12,PZA,34,28.25,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,18,01/10/2025,28/12/2025,,,,,,,FALSE,cba60,31/12/2026,335,hgi103,31/12/2027,4665,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Dicloxacilina 125 mg / 5 mL AMIFARIN C/60 mL,7.503E+12,PZA,29,19.38,FALSE,20,5000,,ANTIBIOTICO,TRUE,0,16,13/11/2025,25/11/2025,,,,,,,FALSE,cba61,31/12/2026,249,hgi104,31/12/2027,4751,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Dicloxacilina 250 mg / 5 mL AMIFARIN C/60 mL,7.503E+12,PZA,35,19.71,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,15,17/09/2025,23/09/2025,,,,,,,FALSE,cba62,31/12/2026,531,hgi105,31/12/2027,4469,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Dicloxacilina 250 mg AMIFARIN C/20 Caps,7.503E+12,PZA,42,27.75,FALSE,20,5000,,ANTIBIOTICO,TRUE,5,5,15/02/2025,27/09/2025,,,,,,,FALSE,cba63,31/12/2026,1998,hgi106,31/12/2027,3002,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Dicloxacilina 500 mg AMIFARIN C/12 Caps,7.503E+12,PZA,41,27.16,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,14,04/06/2025,25/08/2025,,,,,,,FALSE,cba64,31/12/2026,992,hgi107,31/12/2027,4008,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Dicloxacilina 500 mg SONS C/12 Caps,7.502E+12,PZA,41,30.13,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,8,06/06/2025,10/10/2025,,,,,,,FALSE,cba65,31/12/2026,917,hgi108,31/12/2027,4083,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Doxiciclina 100 mg KENER C/10 Caps,7.50149E+12,PZA,30,23.88,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,14,27/06/2025,24/09/2025,,,,,,,FALSE,cba66,31/12/2026,1669,hgi109,31/12/2027,3331,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Eritromicina 125 mg / 5 mL ERITROVIER-S Pediatrico C/100 mL,7.50147E+12,PZA,76,49.07,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,20/02/2025,20/03/2025,,,,,,,FALSE,cba67,31/12/2026,188,hgi110,31/12/2027,4812,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Eritromicina 250 mg / 5 mL ALPHARMA C/100 mL,7.50223E+12,PZA,79,44.69,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,16,30/08/2025,28/12/2025,,,,,,,FALSE,cba68,31/12/2026,1312,hgi111,31/12/2027,3688,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Eritromicina 500 mg RANDALL C/20 Tabs,7.50156E+12,PZA,59,45.66,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,12,23/09/2025,27/10/2025,,,,,,,FALSE,cba69,31/12/2026,719,hgi112,31/12/2027,4281,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Eritromicina 500 mg ALPHARMA C/20 Tabs,7.50223E+12,PZA,59,43.22,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,13,17/09/2025,29/11/2025,,,,,,,FALSE,cba70,31/12/2026,759,hgi113,31/12/2027,4241,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Fosfomicina 2 g PREGNUS-UTI Pediatrico C/1 polvo,7.5013E+12,PZA,346,238.87,FALSE,20,5000,,ANTIBIOTICO,FALSE,0,20,19/07/2025,23/10/2025,,,,,,,FALSE,cba71,31/12/2026,753,hgi114,31/12/2027,4247,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Fosfomicina 3 g PREGNUS-UTI C/1 polvo,7.5013E+12,PZA,398,343.21,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,15,08/01/2025,27/09/2025,,,,,,,FALSE,cba72,31/12/2026,590,hgi115,31/12/2027,4410,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Fosfomicina 250 mg / 5 mL PREGNUS C/60 mL,7.5013E+12,PZA,206,180.06,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,16,07/05/2025,22/07/2025,,,,,,,FALSE,cba73,31/12/2026,220,hgi116,31/12/2027,4780,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Fosfomicina 500 mg PREGNUS C/6 Caps,7.5013E+12,PZA,248,198.9,FALSE,20,5000,,ANTIBIOTICO,FALSE,4,5,23/03/2025,10/04/2025,,,,,,,FALSE,cba74,31/12/2026,23,hgi117,31/12/2027,4977,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Fosfomicina 0.5 g / 2 mL FOSFOCIL Infantil C/1 Amp,7.50131E+12,PZA,218,150,FALSE,20,5000,,ANTIBIOTICO,FALSE,0,16,03/12/2025,24/12/2025,,,,,,,FALSE,cba75,31/12/2026,1864,hgi118,31/12/2027,3136,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Fosfomicina 1 g / 4 mL FOSFOCIL Adulto C/1 Amp,7.50131E+12,PZA,245,158.3,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,14,22/07/2025,31/12/2025,,,,,,,FALSE,cba76,31/12/2026,1277,hgi119,31/12/2027,3723,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Gentamicina 20 mg / 2 mL GENKOVA C/1 Amp,7.502E+12,PZA,22,12.83,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,11,22/08/2025,29/09/2025,,,,,,,FALSE,cba77,31/12/2026,210,hgi120,31/12/2027,4790,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Gentamicina 80 mg / 2 mL AMSA C/1 Amp,7.50135E+12,PZA,17,7.73,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,28/05/2025,24/12/2025,,,,,,,FALSE,cba78,31/12/2026,454,hgi121,31/12/2027,4546,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Gentamicina 160 mg / 2 mL AMSA C/1 Amp,7.50135E+12,PZA,17,10.15,FALSE,20,5000,,ANTIBIOTICO,TRUE,5,13,02/03/2025,29/09/2025,,,,,,,FALSE,cba79,31/12/2026,1674,hgi122,31/12/2027,3326,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Gentamicina 160 mg / 2 mL AMSA C/5 Amp,7.50135E+12,PZA,47,46.38,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,13/05/2025,31/08/2025,,,,,,,FALSE,cba80,31/12/2026,493,hgi123,31/12/2027,4507,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Levofloxacino 500 mg AMSA C/7,7.50135E+12,PZA,64,18.24,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,6,10/12/2025,12/12/2025,,,,,,,FALSE,cba81,31/12/2026,945,hgi124,31/12/2027,4055,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Levofloxacino 750 mg AMSA C/7 Tabs,7.50135E+12,PZA,82,24.43,FALSE,20,5000,,ANTIBIOTICO,TRUE,0,18,23/03/2025,17/11/2025,,,,,,,FALSE,cba82,31/12/2026,1386,hgi125,31/12/2027,3614,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Lincomicina 300 mg / 1 mL LISONIN C/1 Amp,7.502E+12,PZA,42,20.53,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,08/08/2025,08/10/2025,,,,,,,FALSE,cba83,31/12/2026,1121,hgi126,31/12/2027,3879,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Lincomicina 300 mg / 1 mL AMSA C/6 Amp,7.50135E+12,PZA,69,26.46,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,14,07/04/2025,23/12/2025,,,,,,,FALSE,cba84,31/12/2026,957,hgi127,31/12/2027,4043,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Lincomicina 500 mg LISONIN C/12 Caps,7.502E+12,PZA,74,52.49,FALSE,20,5000,,ANTIBIOTICO,TRUE,3,19,18/07/2025,14/09/2025,,,,,,,FALSE,cba85,31/12/2026,162,hgi128,31/12/2027,4838,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Lincomicina 600 mg / 2 mL AMSA C/6 Amp,7.50135E+12,PZA,69,42.91,FALSE,20,5000,,ANTIBIOTICO,TRUE,5,14,15/08/2025,30/08/2025,,,,,,,FALSE,cba86,31/12/2026,456,hgi129,31/12/2027,4544,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Pza de Lincomicina de 600 mg / 2 mL,7.50135E+13,PZA,18,7.17,FALSE,20,5000,,ANTIBIOTICO,TRUE,2,16,05/01/2025,16/03/2025,,,,,,,FALSE,cba87,31/12/2026,1437,hgi130,31/12/2027,3563,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 250 mg / 5 mL ELIZOL-S C/120 mL,7.503E+12,PZA,25,21.12,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,12,30/03/2025,30/07/2025,,,,,,,FALSE,cba88,31/12/2026,711,hgi131,31/12/2027,4289,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Metronidazol 250 mg / 5 mL LAMBLIT C/120 mL,7.50108E+12,PZA,23,13.98,FALSE,20,5000,,ANTIBIOTICO,TRUE,5,7,23/04/2025,04/11/2025,,,,,,,FALSE,cba89,31/12/2026,432,hgi132,31/12/2027,4568,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 500 mg / 5 mL LAMBLIT C/120 mL,7.50108E+12,PZA,27,19.68,FALSE,20,5000,,ANTIBIOTICO,FALSE,4,6,28/10/2025,23/11/2025,,,,,,,FALSE,cba90,31/12/2026,1198,hgi133,31/12/2027,3802,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 500 mg LAMBLIT C/30 Tabs,7.50108E+12,PZA,26,17.28,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,20,05/09/2025,31/10/2025,,,,,,,FALSE,cba91,31/12/2026,101,hgi134,31/12/2027,4899,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 2.5 g / Diyodohidroxiquinoleina 2.0 g / 100 mL FLAGENASE 400 Pediatrico C/120 mL,7.5013E+12,PZA,186,130.34,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,7,29/12/2025,30/12/2025,,,,,,,FALSE,cba92,31/12/2026,1246,hgi135,31/12/2027,3754,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Metronidazol 2.5 g / Diyodohidroxiquinoleina 2.0 g / 100 mL STOMFFLER PLUS C/120 mL,7.50221E+12,PZA,64,64.36,FALSE,20,5000,,ANTIBIOTICO,TRUE,4,10,30/10/2025,22/12/2025,,,,,,,FALSE,cba93,31/12/2026,137,hgi136,31/12/2027,4863,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 2.5 g / Diyodohidroxiquinoleina 2.0 g / 100 mL Pharma Gen C/120 mL,7.5013E+12,PZA,64,35.14,FALSE,20,5000,,ANTIBIOTICO,TRUE,0,17,04/08/2025,13/12/2025,,,,,,,FALSE,cba94,31/12/2026,58,hgi137,31/12/2027,4942,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 400 mg / Diyodohidroxiquinoleina 200 mg NORECIL 600 C/20 Tabs,7.503E+12,PZA,57,33.74,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,20,17/01/2025,24/03/2025,,,,,,,FALSE,cba95,31/12/2026,1390,hgi138,31/12/2027,3610,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Metronidazol 750 mg / Miconazol 200 mg LOEFFLER C/7 Ovulos,7.50221E+12,PZA,162,150.48,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,11,02/10/2025,06/12/2025,,,,,,,FALSE,cba96,31/12/2026,1451,hgi139,31/12/2027,3549,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Metronidazol 500 mg / Nistatina 100 000 ui FENIMETH-V C/12 Ovulos,7.502E+12,PZA,54,35.92,FALSE,20,5000,,ANTIBIOTICO,FALSE,1,25,26/07/2025,16/08/2025,,,,,,,FALSE,cba97,31/12/2026,5,hgi140,31/12/2027,4995,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Metronidazol 500 mg / Nistatina 100 000 ui / Fluocinolona acetonido de 0.50 mg NYSMOSONS V C/10 Ovulos,7.502E+12,PZA,53,43,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,17,27/09/2025,17/11/2025,,,,,,,FALSE,cba98,31/12/2026,778,hgi141,31/12/2027,4222,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Moxifloxacino 400 mg NOVOFROX C/7 Tabs,7.50108E+12,PZA,224,92.59,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,16,08/01/2025,16/12/2025,,,,,,,FALSE,cba99,31/12/2026,1883,hgi142,31/12/2027,3117,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Mupirocina 2% SINPEBAC C/15 g,7.50112E+12,PZA,236,109.63,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,14,20/03/2025,12/12/2025,,,,,,,FALSE,cba100,31/12/2026,1949,hgi143,31/12/2027,3051,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Mupirocina 2% SERRAL C/15 g,7.50126E+12,PZA,84,80.75,FALSE,20,5000,,ANTIBIOTICO,FALSE,1,25,27/08/2025,30/12/2025,,,,,,,FALSE,cba101,31/12/2026,1621,hgi144,31/12/2027,3379,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Nalidixico Acido 500 mg / Fenazopiridina 50 mg NALIXONE C/20 Tabs,7.502E+12,PZA,76,57.64,FALSE,20,5000,,ANTIBIOTICO,FALSE,3,16,03/03/2025,26/09/2025,,,,,,,FALSE,cba102,31/12/2026,1015,hgi145,31/12/2027,3985,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Dexametasona 0.9 mg / 1 mL ALIN OFTALMICO C/5 mL,7.50109E+12,PZA,96,70,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,8,08/07/2025,14/09/2025,,,,,,,FALSE,cba103,31/12/2026,1756,hgi146,31/12/2027,3244,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Dexametasona 1 mg / 1 mL SOLDRIN OFTALMICO C/10 mL,7.50113E+12,PZA,86,51.23,FALSE,20,5000,,ANTIBIOTICO,FALSE,4,5,10/01/2025,04/11/2025,,,,,,,FALSE,cba104,31/12/2026,170,hgi147,31/12/2027,4830,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Dexametasona 1 mg / 1 mL AMSA C/10 mL Sol Oftalmica,7.50135E+12,PZA,26,22,FALSE,20,5000,,ANTIBIOTICO,FALSE,0,10,01/02/2025,17/07/2025,,,,,,,FALSE,cba105,31/12/2026,433,hgi148,31/12/2027,4567,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Neomicina 5.0 mg / Dexametasona 1 mg / 1 mL DEXNE OFTALMICO C/4 mL,7.502E+12,PZA,58,31.85,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,19,19/12/2025,23/12/2025,,,,,,,FALSE,cba106,31/12/2026,1291,hgi149,31/12/2027,3709,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Dexametasona 1 mg / Fenilefrina 2.5 mg DEXNE NASAL C/10 mL,7.502E+12,PZA,58,33.95,FALSE,20,5000,,ANTIBIOTICO,TRUE,3,8,27/10/2025,27/12/2025,,,,,,,FALSE,cba107,31/12/2026,1472,hgi150,31/12/2027,3528,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Dexametasona 1 mg / Lidocaina 15 mg DEXNE OTICO C/10 mL,7.502E+12,PZA,54,41.33,FALSE,20,5000,,ANTIBIOTICO,FALSE,1,25,14/02/2025,16/03/2025,,,,,,,FALSE,cba108,31/12/2026,79,hgi151,31/12/2027,4921,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Neomicina 3.5 mg / Lidocaina 20 mg / 1 mL OTILIN C/20 mL Sol Otica,7.80083E+11,PZA,34,21.95,FALSE,20,5000,,ANTIBIOTICO,TRUE,3,8,01/04/2025,04/10/2025,,,,,,,FALSE,cba109,31/12/2026,1745,hgi152,31/12/2027,3255,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Neomicina 3.50 mg / Polimixina B 5000 ui / Bacitracina 400ui OPKO C/3.5 g Crema Oftalmica,75050764,PZA,52,43.17,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,14,22/01/2025,26/05/2025,,,,,,,FALSE,cba110,31/12/2026,816,hgi153,31/12/2027,4184,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Neomicina 1.75 mg / Polimixina B 5000 ui / Gramicidina 25 mcg GRIN C/15 ml Sol Oftalmica,8400007018,PZA,72,49.52,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,12,28/08/2025,20/09/2025,,,,,,,FALSE,cba111,31/12/2026,1517,hgi154,31/12/2027,3483,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Nitrofural 6 mg PROBIZAL C/6 Ovulos,7.50221E+12,PZA,72,26.88,FALSE,20,5000,,ANTIBIOTICO,TRUE,1,25,13/03/2025,10/07/2025,,,,,,,FALSE,cba112,31/12/2026,1580,hgi155,31/12/2027,3420,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Nitrofurantoina 100 mg MACROFURIN C/40 Caps,7.85121E+11,PZA,79,61.82,FALSE,20,5000,,ANTIBIOTICO,TRUE,6,8,27/09/2025,16/12/2025,,,,,,,FALSE,cba113,31/12/2026,78,hgi156,31/12/2027,4922,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Norfloxacino 400 mg NORQUINOL C/20 Tabs,7.85121E+11,PZA,68,35.2,FALSE,20,5000,,ANTIBIOTICO,TRUE,5,16,01/03/2025,27/05/2025,,,,,,,FALSE,cba114,31/12/2026,1760,hgi157,31/12/2027,3240,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Oxitetraciclina 125 mg TERRAMICINA C/24 Tabs,7.50129E+12,PZA,212,169.7,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,11,16/01/2025,22/12/2025,,,,,,,FALSE,cba115,31/12/2026,1921,hgi158,31/12/2027,3079,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Pza de TERRAMICINA 125 mg,7.50129E+13,PZA,16,6.9,FALSE,20,5000,,ANTIBIOTICO,FALSE,2,10,12/02/2025,01/09/2025,,,,,,,FALSE,cba116,31/12/2026,306,hgi159,31/12/2027,4694,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Oxitetraciclina 500 mg TERRAMICINA C/16 Tabs,7.50129E+12,PZA,296,246.9,FALSE,20,5000,,ANTIBIOTICO,FALSE,6,7,18/01/2025,12/05/2025,,,,,,,FALSE,cba117,31/12/2026,1865,hgi160,31/12/2027,3135,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
